frame_idx,ref_tx,ref_ty,ref_tz,est_tx,est_ty,est_tz,aligned_tx,aligned_ty,aligned_tz,translation_error_before,translation_error_after,rotation_error_before_deg,rotation_error_after_deg,ref_step,est_step,aligned_step,step_error_after
35,-0.0103422447,0.00424025237,0.099219411,-0.0063057634979486465,-0.0010449837427586317,0.6502148509025574,-0.01319229938058953,0.003962053271142845,0.0968970709240308,0.5510355720774066,0.0036869323087639987,0.9878773675770279,0.9878773675770279,0.010450349298288308,0.020350409455831327,0.009630915439955735,0.0009097599559038835
36,-0.0103192395,0.00471017854,0.107202873,-0.00493724225088954,0.000949332898017019,0.6690978407859802,-0.012544641040504765,0.004905871869461178,0.10583352398240767,0.5619333276088365,0.002620271861402491,0.962155819603314,0.962155819603314,0.007997313633334764,0.01903726493498414,0.00900946436457719,0.00123408165709626
37,-0.00900201255,0.00529544287,0.116452965,-0.0032613850198686123,0.0007981235976330936,0.6868628263473511,-0.011751534674933528,0.004834311442684843,0.1142408768715443,0.5704564756468118,0.0035589110689663718,0.981604865283047,0.981604865283047,0.009361721165589193,0.017844497014682215,0.008444982013258768,0.0011900967847679545
38,-0.00875654424,0.00328435601,0.123807472,-0.0018069043289870024,-0.0024215683806687593,0.7042873501777649,-0.011063195672549708,0.0033105788979893576,0.12248710483842792,0.5805495190225529,0.002657949945445931,0.9748490267515266,0.9748490267515266,0.007628466311305823,0.017779087750274133,0.008414026808358798,0.0011085192653257443
39,-0.00770065408,0.00324709083,0.132966339,-0.0005759515333920717,-0.005251067690551281,0.7220736145973206,-0.010480642171074344,0.0019715066473775596,0.1309045280352054,0.5892116446968063,0.0036887007533844465,1.0020008123746698,1.0020008123746698,0.009219606143828163,0.01805193931775643,0.008543154941126086,0.0015711423088744128
40,-0.00833492233,0.000475617846,0.141703302,-0.0012061356101185083,-0.0072691370733082294,0.7403207421302795,-0.010778879391693008,0.0010164469656802674,0.13954005660643318,0.5987099802550367,0.003308330831232171,1.033384210201927,1.033384210201927,0.00918792039459252,0.01836919702132487,0.008693298461450496,0.0018500170487943228
41,-0.0103074729,0.000364079217,0.150108914,-0.003835363080725074,-0.008376498706638813,0.7591553926467896,-0.012023172166085547,0.0004923834928933779,0.14845363285949717,0.6091435783622825,0.0023874759921229346,0.9551358775092378,0.9551358775092378,0.008634680637493817,0.019049492039375632,0.009015250892299185,0.0009790627385388997
42,-0.0132163003,0.000435051176,0.158479676,-0.007419421803206205,-0.007746407762169838,0.7783029079437256,-0.013719342779407562,0.0007905766382860216,0.1575152736638402,0.6199043304638459,0.001144343460859861,0.9143782185471834,0.9143782185471834,0.008862052263589914,0.01949024970519604,0.009223841280528992,0.0014140295159975598
43,-0.014206666,0.00118696463,0.167286626,-0.010844302363693714,-0.005656499415636063,0.7968963384628296,-0.01534018166923893,0.0017796344067014368,0.16631469155549697,0.6296558810309753,0.001606478073624696,0.8963759645616315,0.8963759645616315,0.008894299655652622,0.0190213874945879,0.009001950300243948,0.0006736398159341476
44,-0.0162707755,0.00267948597,0.173880167,-0.013909569010138512,-0.002457014052197337,0.8147690892219543,-0.016790831786962595,0.003293804087342668,0.17477304477016467,0.6409138550190533,0.0012021131408311739,0.8463250504817712,0.8463250504817712,0.007068447559190544,0.018413793359937005,0.00871440386313971,0.0019632436579113685
45,-0.0176212234,0.00414035365,0.184208908,-0.017003066837787628,9.773304191185161e-05,0.8318092226982117,-0.01825484242794939,0.00450284871552276,0.18283735841218665,0.6476132275487733,0.0015537129776567037,0.9781376928390598,0.9781376928390598,0.01051858995085197,0.017506073529298186,0.008284821699152947,0.0022812151597619303
46,-0.0197593988,0.00433033233,0.190863119,-0.0213375985622406,0.0005344002856872976,0.848433792591095,-0.020306177493251976,0.00470950329460273,0.19070500486969386,0.6575835236543119,0.000683913472593258,0.8635735391152131,0.8635735391152131,0.006991881719003877,0.01718590025792765,0.00813329837430795,0.001216653171152823
47,-0.0236293735,0.00313076435,0.197900811,-0.026806557551026344,-0.0009115707944147289,0.8647769093513489,-0.022894384953150954,0.004025191500714296,0.19843945246815367,0.6668959180593564,0.0012768487471697247,0.8726484546623944,0.8726484546623944,0.008120638903691354,0.017294444490205632,0.008184667381149483,0.0015472183294892475
48,-0.024980262,0.00256025462,0.20610605,-0.03222811222076416,-0.002755005145445466,0.8818928599357605,-0.025460158123006275,0.0031527785700349396,0.20653964687017315,0.6758465771181714,0.0008771494548053949,0.8695644041858862,0.8695644041858862,0.00833524613545263,0.01804847000860562,0.008541513076222132,0.0012562343217707435
49,-0.0270276775,0.00167210543,0.216342557,-0.03584649786353111,-0.004387135151773691,0.9005630612373352,-0.027172574093322424,0.002380366294396065,0.21537539685214188,0.6843041607412784,0.001207487981884882,0.9370732320524919,0.9370732320524919,0.010476964960062932,0.019087508471737763,0.009033242326142473,0.0014449013605772622
50,-0.0279608378,0.000383094008,0.224972559,-0.0370873399078846,-0.00556842191144824,0.9206699132919312,-0.027759807722672614,0.0018213174498282274,0.22489104774466115,0.695782668906935,0.0014544909230935065,0.9017589546380296,0.9017589546380296,0.008775492756053447,0.020179708296529635,0.009550130410332371,0.0011987012082828967
51,-0.0264134279,0.00149598175,0.235871636,-0.03607583045959473,-0.004456289112567902,0.9413018226623535,-0.02728110669288058,0.0023476388964440687,0.2346551841834211,0.705521466580662,0.0017198666822640768,0.9346992948619316,0.9346992948619316,0.011064487153810655,0.020686606173938905,0.009790021927238551,0.0016656196281533695
52,-0.0268670389,0.00286011347,0.244674998,-0.03435780107975006,-0.0020081091206520796,0.9607133269309998,-0.026468042183463436,0.0035062502027721856,0.2438417588604285,0.716094057793754,0.0011273768318350078,0.9437032627369353,0.9437032627369353,0.008919966412037397,0.01964056282784426,0.00929497758748555,0.0013392376347804028
53,-0.0268356556,0.00451252562,0.253601662,-0.033118631690740585,0.0009403065778315067,0.9789143204689026,-0.025881600145172545,0.004901600126102436,0.25245545432769556,0.725348667244015,0.0015412309399419836,0.9355453236503698,0.9355453236503698,0.00907836885094908,0.018479850152869293,0.008745665513591842,0.0006871102486606451
54,-0.0272889917,0.00518485313,0.262564041,-0.03271101042628288,0.0034436737187206745,0.9969174861907959,-0.025688691695932717,0.006086328978924548,0.2609755269628622,0.7343755255020429,0.002428373046999971,0.9635823883705098,0.9635823883705098,0.008998987456370153,0.018180950969277597,0.008604210238773375,0.0009358536605261635
55,-0.0262202799,0.00558599344,0.270036304,-0.0321139357984066,0.0041880360804498196,1.0144542455673218,-0.025406123658916056,0.006438601545137949,0.2692748708661258,0.7444425842144956,0.0014034141880444211,0.8568538297882545,0.8568538297882545,0.007558953155095937,0.017562702037755493,0.008311621374983858,0.0011421352341136086
56,-0.0271706962,0.00598954114,0.280102712,-0.03145044669508934,0.002283524489030242,1.032677173614502,-0.02509212469672075,0.005537283557842042,0.2778989469306248,0.7525957554345327,0.0030629359927791806,0.9441529131191151,0.9441529131191151,0.010119224867149874,0.01833418906864381,0.008676730803058684,0.002319858148534221
57,-0.0276488881,0.00468461558,0.288644606,-0.030506176874041557,0.00020297043374739587,1.0520983934402466,-0.024645245098609894,0.004552652746448497,0.28709011953521046,0.7634722881671687,0.0033846290252334396,0.8987531735747842,0.8987531735747842,0.008654215811822802,0.01955515610246545,0.009254558501475888,0.001174695155763659
58,-0.0270941184,0.00316036594,0.297737017,-0.030068783089518547,-0.0017685071798041463,1.0718050003051758,-0.02443824668111632,0.003619642812221353,0.29641635273639055,0.7740893909610105,0.0030014569678238996,0.9499891949692265,0.9499891949692265,0.0092359647129035,0.019809805436509186,0.009375072351987755,0.0007246944710588434
59,-0.0276528468,0.00250898497,0.306905599,-0.03106166236102581,-0.0028285570442676544,1.0924153327941895,-0.02490813090269552,0.003117969829722263,0.3061702778267865,0.785535264175773,0.002906032543531281,0.8762479940725613,0.8762479940725613,0.00920865736596646,0.020661445260935413,0.009778114421099528,0.0006106818345383799
60,-0.0288241952,0.00326368446,0.316522215,-0.0329054519534111,-0.0023308205418288708,1.1125414371490479,-0.025780711952815123,0.003353525688034177,0.31569503995002834,0.7960493434289598,0.00315516723573336,0.8663952168238449,0.8663952168238449,0.009717043361323714,0.02021651251303,0.009567548158005531,0.0006059778662231491
61,-0.0303680387,0.00340595658,0.326229732,-0.0343482531607151,-0.00013088689593132585,1.131864070892334,-0.02646352359129197,0.0043946533844148325,0.3248395562833595,0.8056519343807316,0.004260909307686136,0.9267364580220182,0.9267364580220182,0.009830543241037625,0.01950091172605347,0.009228887125995755,0.0013661211382663748
62,-0.0306095799,0.00512406736,0.335260159,-0.03539065271615982,0.0028396546840667725,1.1499608755111694,-0.02695684349204998,0.005800474472679786,0.3334039439137746,0.8147179479318964,0.004152775492893666,1.0156402354144471,1.0156402354144471,0.009195589084228307,0.01836858871889708,0.00869301057981076,0.0006149065455192719
63,-0.0309489192,0.00601009373,0.343611639,-0.03678903356194496,0.005085458047688007,1.1670966148376465,-0.027618633010724813,0.0068633102026806145,0.34151350341981856,0.8235062035693689,0.0040275249675891505,0.9410843329856797,0.9410843329856797,0.008405201489509947,0.017338761893597922,0.008205640775592264,0.000440183164947604
64,-0.0337779366,0.00744648955,0.351301731,-0.03946281969547272,0.004912358243018389,1.1841926574707031,-0.028884013356629996,0.006781390004216586,0.34960427630152424,0.8329141823228348,0.005222470159912449,0.971625765166812,0.971625765166812,0.008318899408556396,0.01730473257642291,0.00818953626050117,0.0022160301301713467
65,-0.035721641,0.00651921806,0.359250394,-0.043076205998659134,0.0032130989711731672,1.20168936252594,-0.03059406336881345,0.005977208526039368,0.3578846643315816,0.8424775580042465,0.005333952026963403,0.9155347569211136,0.9155347569211136,0.008235233008137331,0.017946552048762925,0.008493279980215497,0.00042401299452144467
66,-0.037104169,0.00535961304,0.36729109,-0.046937793493270874,0.0013443027855828404,1.2197262048721313,-0.0324215756213465,0.005092793002263509,0.3664206745684766,0.8525012891217102,0.004770272183616078,0.8950527253993369,0.8950527253993369,0.008240683202114338,0.018540009141939016,0.008774136003973847,0.0007204695948514032
67,-0.0379176145,0.00526133684,0.376184286,-0.04956483095884323,-0.0007653431966900826,1.2396125793457031,-0.0336648319667992,0.00409439431610386,0.37583198353392766,0.8635278781101264,0.0044240288376518905,0.8742568037555692,0.8742568037555692,0.008930861486294173,0.02016977495459898,0.00954542941518155,0.0011240101858646513
68,-0.039398532,0.00398762464,0.386090214,-0.05014534294605255,-0.0018337941728532314,1.2600175142288208,-0.03393956166562065,0.003588745472747697,0.38548870335785224,0.8740127624627345,0.005506475892466859,0.8898043429262856,0.8898043429262856,0.010096676133828362,0.020441133756228646,0.009673851090335216,0.0014515216314453564
69,-0.0380089459,0.00472648759,0.396127228,-0.0491989366710186,-0.0007399047026410699,1.280655860900879,-0.033491670981824914,0.00410643318862078,0.39525588627623465,0.8846163008670201,0.0046421413751218145,0.9054179684538786,0.9054179684538786,0.010159651471600398,0.020688973690507623,0.009791142364246271,0.0010042497466756682
70,-0.0375519067,0.006142062,0.404406626,-0.04717669636011124,0.0017360966885462403,1.2999064922332764,-0.03253463739113036,0.005278211087217544,0.4043663271708259,0.8955624263724684,0.005091252666375249,0.8946197301873908,0.8946197301873908,0.00841196570267541,0.019514272865267183,0.009235210340387372,0.00100003171067171
71,-0.0372201781,0.00699787355,0.413386098,-0.04578004777431488,0.005099229048937559,1.3192353248596191,-0.03187366767165948,0.00686982738597591,0.41351377715120075,0.9058916590972413,0.005349567416728812,0.8491088116902191,0.8491088116902191,0.0090262602816424,0.01966888551095082,0.009308381414402336,0.0008234227012516886
72,-0.03690041,0.0078128532,0.421334685,-0.044492293149232864,0.0075790961273014545,1.3381136655807495,-0.031264232469459016,0.008043434737016656,0.42244802997429476,0.9168104441850556,0.005749713213089455,0.8856805102427296,0.8856805102427296,0.007996654223127371,0.019084019521155977,0.009031591165850087,0.001088144279434749
73,-0.0372512213,0.0078730475,0.430419346,-0.043280065059661865,0.007801662664860487,1.3569016456604004,-0.030690540512550893,0.008148765271404531,0.43133951925009606,0.9265019177729192,0.00663063130436797,0.8657582489813582,0.8657582489813582,0.009091631174155772,0.018828362336595933,0.00891060034591301,0.0009455468611963842
74,-0.0371277677,0.00715041217,0.439900408,-0.04216553643345833,0.006350767333060503,1.3760957717895508,-0.030163085230745713,0.007462123055034377,0.44042321882355706,0.936209259581813,0.006991229986963332,0.9148961842649218,0.9148961842649218,0.009509362715732423,0.01928112416806136,0.009124871755181082,0.0005678113781487475
75,-0.0365632303,0.00751391016,0.449697758,-0.041249848902225494,0.004690888803452253,1.3954120874404907,-0.02972973231950008,0.006676578675991215,0.44956474509355504,0.9457301553575307,0.006885892178715098,0.9308226647960771,0.9308226647960771,0.009820330966277687,0.019409114629849993,0.009185443770564084,0.0013295158896304352
76,-0.0361171522,0.00608037802,0.458220688,-0.04174096882343292,0.003247989574447274,1.415993332862854,-0.029962156853379475,0.005993720648338984,0.4593049046093607,0.9577933435691163,0.006250360219459128,0.93390384383591,0.93390384383591,0.008654151365247335,0.020637606937278834,0.00976683283583872,0.0015828850688786185
77,-0.0387760495,0.0060909182,0.469990547,-0.04416842386126518,0.0023776490706950426,1.4383407831192017,-0.031110959989473524,0.005581828405394245,0.4698809278674986,0.9683723694225236,0.007682759008166603,0.9349938414667347,0.9349938414667347,0.012066458752559616,0.022495745453598594,0.010646204573554426,0.0019708062599771716
78,-0.038614797,0.00713857321,0.479993826,-0.04790499061346054,0.002766944468021393,1.4602347612380981,-0.03287930565859871,0.005766064062222255,0.48024234356112294,0.9802947056634013,0.005902660693806587,0.9046200961579374,0.9046200961579374,0.010059282983422624,0.02221395417008663,0.010512845683203284,0.0021440858110260814
79,-0.040560238,0.00704854986,0.487470016,-0.05095229670405388,0.00526698213070631,1.4807130098342896,-0.03432145586898462,0.006949217225714189,0.4899337594029697,0.9932989548311147,0.006708375437182055,0.8827140993009304,0.8827140993009304,0.00772568843561052,0.020854134561089453,0.009869305429319485,0.0026041324051982212
80,-0.0421844563,0.00924176524,0.496358683,-0.053330209106206894,0.008755652233958244,1.499082088470459,-0.03544681274784562,0.00860024478047886,0.4986270018381558,1.002785466582831,0.0071381131601708295,0.8899398428627,0.8899398428627,0.009298208420228745,0.018848032693716692,0.008919909423772885,0.0007622474111907161
81,-0.0429663431,0.0106647776,0.505986025,-0.055669642984867096,0.012146847322583199,1.516310691833496,-0.03655395950632462,0.010205141881435295,0.5067805096335678,1.0104056129945254,0.0064777414412118236,0.8906039371596297,0.8906039371596297,0.0097632999098507,0.017714342461479928,0.00838338583266412,0.0015202181955877218
82,-0.045812521,0.0122589472,0.515306826,-0.058607067912817,0.013241584412753582,1.5328294038772583,-0.037944108002044306,0.010723230736959183,0.5145980584261729,1.0176034898213435,0.008048148832803819,0.9476947660777764,0.9476947660777764,0.009875192992221135,0.016813529138425126,0.00795707220195539,0.0023532400204396412
83,-0.0468525416,0.0107123786,0.523522213,-0.06216954067349434,0.012805054895579815,1.5509581565856934,-0.03963006296966771,0.010516641337563066,0.5231775656221216,1.0275522409719708,0.007233345868724334,0.8737540991214399,0.8737540991214399,0.008424137988108909,0.018480623500129086,0.008746031503380958,0.0015314564905428327
84,-0.0493290827,0.0114296727,0.531089478,-0.06523203104734421,0.011616968549787998,1.5700627565383911,-0.04107939920490375,0.009954374560743584,0.532218896562315,1.0390949967941752,0.008456321224850601,0.858497622572104,0.858497622572104,0.007994452215512206,0.019384946113095054,0.009174005920053806,0.0022057416593337367
85,-0.0497532931,0.00995675806,0.539156891,-0.06661572307348251,0.009954836219549179,1.590807318687439,-0.04173423717893088,0.009167763561230762,0.5420363463944675,1.0517856072429768,0.00855681211392713,0.8138535410184496,0.8138535410184496,0.008211734561757575,0.0208569927425344,0.009870658075509126,0.001893892995588146
86,-0.0509567226,0.0102830343,0.549920055,-0.066359743475914,0.008659904822707176,1.6125401258468628,-0.04161309377570418,0.008554931922113276,0.5523214872649526,1.062732940379659,0.009800847634660216,0.9398469616923472,0.9398469616923472,0.010835146424352309,0.02177285649393763,0.010304094383679267,0.0016926083708094478
87,-0.047952981,0.00929571745,0.561969434,-0.06449005752801895,0.009917177259922028,1.6328476667404175,-0.04072825716823774,0.009149941302837732,0.5619321149805157,1.071006092638893,0.007226290738652181,0.9923905065130525,0.9923905065130525,0.01245731883061143,0.020432148116841076,0.00966959859933246,0.003597363269835994
88,-0.0471545339,0.0116322712,0.567419362,-0.06193441525101662,0.01339613739401102,1.6521947383880615,-0.039518788891051176,0.010796373574537665,0.571088196653154,1.0848774923163267,0.008512559802675358,0.807344261019052,0.807344261019052,0.005983202854936594,0.019822806370482816,0.009381225097759882,0.0037922000353512266
